species_traits_all,level,Class,Order,Family,Genus_1,Species_Species,DemersPelag,EnvTemp,DepthRangeDeep,trophic_level,Feeding_path,LMax,BodyShapeI,K,tm,DemersPelagLevel,EnvTempLevel,DepthRangeDeepLevel,trophic_levelLevel,Feeding_pathLevel,LMaxLevel,BodyShapeILevel,KLevel,tmLevel,
Epinephelus_analogus,species,Actinopterygii,Perciformes,Serranidae,Epinephelus,analogus,reef_associated,subtropical,164,3.8,benthic,76,fusiform,0.1,6,species,species,family,species,species,species,species,species,species,
Haemulon_aurolineatum,species,Actinopterygii,Perciformes,Haemulidae,Haemulon,aurolineatum,reef_associated,subtropical,30,4.4,benthic,25,fusiform,0.21,3.4,species,species,species,species,species,species,species,species,species,
Haemulon_flavolineatum,species,Actinopterygii,Perciformes,Haemulidae,Haemulon,flavolineatum,reef_associated,subtropical,60,3.5,benthic,30,short_deep,0.35,2.1,species,species,species,species,species,species,species,species,species,
Hyporthodus_flavolimbatus,species,Actinopterygii,Perciformes,Serranidae,Hyporthodus,flavolimbatus,demersal,subtropical,360,3.8,benthic,115,fusiform,0.16,3.9,species,species,species,species,species,species,species,species,species,
Lachnolaimus_maximus,species,Actinopterygii,Perciformes,Labridae,Lachnolaimus,maximus,reef_associated,subtropical,30,4.2,benthic,91,short_deep,0.08,7.7,species,species,species,species,species,species,species,species,species,
Mycteroperca_bonaci,species,Actinopterygii,Perciformes,Serranidae,Mycteroperca,bonaci,reef_associated,subtropical,250,4.3,pelagic,150,fusiform,0.17,3.5,species,species,species,species,species,species,species,species,species,
Mycteroperca_xenarcha,species,Actinopterygii,Perciformes,Serranidae,Mycteroperca,xenarcha,demersal,subtropical,60,4.5,pelagic,150,fusiform,0.08,7.3,species,species,species,species,genus,species,species,species,species,
Pagrus_major,species,Actinopterygii,Perciformes,Sparidae,Pagrus,major,demersal,subtropical,200,4.5,pelagic,100,fusiform,0.18,3.6,species,species,species,species,genus,species,species,species,species,
Paralichthys,genus,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,NA,demersal,subtropical,191,4.2,benthic,69,flat,0.2,3.2,genus,genus,genus,genus,genus,genus,genus,genus,genus,
Acipenser_gueldenstaedtii,species,Actinopterygii,Aciperseriformes,Acipenseridae,Acipenser,gueldenstaedtii,demersal,temperate,100,3.3,benthic,236,elongate,0.05,11,species,species,species,species,species,species,species,species,species,
Acipenser_stellatus,species,Actinopterygii,Aciperseriformes,Acipenseridae,Acipenser,stellatus,demersal,temperate,100,3.5,benthic,250,elongate,0.17,3.4,species,species,species,species,species,species,species,species,species,
Acipenseridae,Higher,Actinopterygii,Aciperseriformes,Acipenseridae,NA,NA,demersal,temperate,100,3.4,benthic,242,elongate,0.11,7.2,genus,genus,genus,genus,genus,genus,genus,genus,genus,
Aldrichetta_forsteri,Species,Actinopterygii,Mugiliformes,Mugilidae,Aldrichetta,forsteri,demersal,temperate,50,2.51,benthic,50,fusiform,0.51,1.4,species,species,species,species,species,species,species,species,species,
Alosa,higher,Actinopterygii,Clupeiformes,Clupeidae,Alosa,NA,pelagic_neritic,temperate,161.875,3.807142857,pelagic,39.19230762,fusiform,0.39926923,2.100743077,genus,genus,genus,genus,genus,genus,genus,genus,genus,
Alosa_alosa,species,Actinopterygii,Clupeiformes,Clupeidae,Alosa,alosa,pelagic_neritic,temperate,300,3,pelagic,69,fusiform,0.384000003,1.746547,species,species,species,species,species,species,species,species,species,
Alosa_fallax,species,Actinopterygii,Clupeiformes,Clupeidae,Alosa,fallax,pelagic_neritic,temperate,300,4,pelagic,60,fusiform,0.219999999,2.970896,species,species,species,species,species,species,species,species,species,
Alosa_immaculata,species,Actinopterygii,Clupeiformes,Clupeidae,Alosa,immaculata,pelagic_neritic,temperate,90,4,pelagic,39,fusiform,0.319999993,2.169573,species,species,species,species,species,species,species,species,species,
Alosa_pseudoharengus,species,Actinopterygii,Clupeiformes,Clupeidae,Alosa,pseudoharengus,pelagic_neritic,temperate,145,3.4,pelagic,40,fusiform,0.46,1.7,species,species,species,species,species,species,species,species,species,
Alosa_sapidissima,species,Actinopterygii,Clupeiformes,Clupeidae,Alosa,sapidissima,pelagic_neritic,temperate,250,3.5,pelagic,76,fusiform,0.200000003,3.211653,species,species,species,species,species,species,species,species,species,
Ammodytes_hexapterus,Species,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,hexapterus,demersal,temperate,275,3.13,pelagic,30,elongate,0.15,5,species,species,species,species,species,species,species,species,species,
Ammodytes_personatus,species,Actinopterygii,Perciformes,Ammodytidae,Ammodytes,personatus,demersal,temperate,138,3.06,pelagic,15,elongate,0.529999971,1.5,species,species,genus,genus,species,species,species,species,species,
Anarhichadidae,higher,Actinopterygii,Perciformes,Anarhichadidae,NA,NA,demersal,temperate,645.2,3.66,benthic,172.4,elongate,0.102599998,5.8899118,family,family,family,family,NA,family,family,family,family,
Anarhichas,higher,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,NA,demersal,temperate,750,3.7,benthic,155.5,elongate,0.108249998,5.61238975,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Anarhichas_lupus,species,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,lupus,demersal,temperate,600,3.6,benthic,150,elongate,0.120999999,5.109749,species,species,species,species,species,species,species,species,species,
Anarhichas_minor,species,Actinopterygii,Perciformes,Anarhichadidae,Anarhichas,minor,demersal,temperate,600,3.6,benthic,180,elongate,0.093999997,6.521636,species,species,species,species,species,species,species,species,species,
Anguilla_anguilla,species,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,anguilla,demersal,temperate,700,3.6,benthic,50,elongate,0.151999995,4.297659,species,species,species,species,species,species,species,species,species,
Bathyraja_brachyurops,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,brachyurops,demersal,temperate,313,4.1,benthic,64.19999695,flat,0.129999995,5,species,species,species,species,species,species,species,species,species,
Bathyraja_macloviana,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,macloviana,demersal,temperate,1373.978723,3.4,benthic,108.148718,flat,0.079999998,15.9,species,species,genus,species,species,genus,species,species,species,
Bathyraja_scaphiops,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,scaphiops,demersal,temperate,500,3.913333333,benthic,111,flat,0.079999998,7.5,species,species,species,genus,species,species,species,species,species,
Belone_belone,species,Actinopterygii,Beloniformes,Belonidae,Belone,belone,pelagic_oceanic,temperate,237,4.2,pelagic,93,elongate,0.248999998,2.628342,species,species,species,species,species,species,species,species,species,
Beringraja_binoculata,species,Elasmobranchii,Rajiformes ,Rajidae,Beringraja,binoculata,demersal,temperate,800,3.92,benthic,244,flat,0.07,7.648181818,species,species,species,species,species,species,species,family,family,
Beringraja_binoculata,species,Elasmobranchii,Rajiformes ,Rajidae,Beringraja,binoculata,demersal,temperate,800,3.92,benthic,244,flat,0.07,7.648181818,species,species,species,species,species,species,species,family,family,
Brosme_brosme,species,Actinopterygii,Gadiformes,Lotidae,Brosme,brosme,demersal,temperate,1000,3.9,benthic,120,elongate,0.129999995,4.898834,species,species,species,species,species,species,species,species,species,
Carassius_carassius,species,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,carassius,demersal,temperate,20,3.1,pelagic,64,fusiform,0.34,2,species,species,genus,species,species,species,species,species,species,
Catostomus_commersoni,species,Actinopterygii,Cypriniformes,Catostomidae,Catostomus,commersoni,demersal,temperate,30,2.46,pelagic,65,elongate,0.14,6,species,species,species,species,species,species,species,species,genus,
Centropristis_striata,species,Actinopterygii,Perciformes,Serranidae,Centropristis,striata,reef_associated,temperate,18,3.9,benthic,66,fusiform,0.43,1.7,species,species,species,species,species,species,species,species,species,
Chelidonichthys_cuculus,species,Actinopterygii,Scorpaeniformes,Triglidae,Chelidonichthys,cuculus,demersal,temperate,400,3.8,benthic,50,fusiform,0.239999995,2.897205,species,species,species,species,species,species,species,species,species,
Clupea_harengus,species,Actinopterygii,Clupeiformes,Clupeidae,Clupea,harengus,demersal,temperate,364,3.4,pelagic,45,fusiform,0.289999992,2.477548,species,species,species,species,species,species,species,species,species,
Clupea_pallasii_pallasii,Species,Actinopterygii,Clupeiformes,Clupeidae,Clupea,pallasii pallasii,pelagic_neritic,temperate,475,3.16,pelagic,46,fusiform,0.48,1.5,species,species,species,species,species,species,species,species,species,
Clupeonella_caspia,Species,Actinopterygii,Clupeiformes,Clupeidae,Clupeonella,caspia,pelagic_neritic,temperate,41,3,pelagic,12,fusiform,1.02,0.8,species,species,genus,genus,genus,species,NA,species,species,
Clupeonella_cultriventris,species,Actinopterygii,Clupeiformes,Clupeidae,Clupeonella,cultriventris,pelagic_neritic,temperate,13,3.15,pelagic,14.5,fusiform,0.236000001,3.272749,species,species,species,genus,species,species,species,species,species,
Conger_conger,species,Actinopterygii,Anguilliformes,Congridae,Conger,conger,demersal,temperate,1171,4.3,pelagic,300,elongate,0.063000001,9.130543,species,species,species,species,species,species,species,species,species,
Coregonus,higher,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,sp.,demersal,temperate,110.8823529,3.441666667,pelagic,42.17599998,fusiform,0.259585949,3.294673975,genus,genus,genus,genus,family,genus,family,genus,genus,
Coregonus_albula,species,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,albula,demersal,temperate,110.8823529,3.1,pelagic,48,fusiform,0.531000018,1.40532,species,species,genus,species,species,species,species,species,species,
Coregonus_lavaretus,species,Actinopterygii,Salmoniformes,Salmonidae,Coregonus,lavaretus,demersal,temperate,110.8823529,3.1,benthic,73,fusiform,0.200289994,3.26917,species,species,genus,species,species,species,species,species,species,
Coris_julis,species,Actinopterygii,Perciformes,Labridae,Coris,julis,reef_associated,temperate,120,3.4,benthic,30,fusiform,0.209999993,3.607865,species,species,species,species,species,species,species,species,species,
Cottidae,higher,Actinopterygii,Scorpaeniformes,Cottidae,NA,NA,demersal,temperate,312.8292683,3.476056338,benthic,15.91616437,fusiform,0.386917969,2.944402875,family,family,family,family,NA,family,NA,family,family,
Dissostichus_eleginoides,species,Actinopterygii,Perciformes,Nototheniidae,Dissostichus,eleginoides,pelagic_oceanic,temperate,3850,4,pelagic,215,fusiform,0.118000001,4.924963,species,species,species,species,species,species,species,species,species,
Engraulis_japonicus,species,Actinopterygii,Clupeiformes,Engraulidae,Engraulis,japonicus,pelagic_neritic,temperate,400,3.1,pelagic,18,elongate,1.600000024,0.5070638,species,species,species,species,species,species,species,species,species,
Eopsetta_jordani,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Eopsetta,jordani,demersal,temperate,550,4.1,benthic,53,short_deep,0.17,3.9,species,species,species,species,species,species,species,species,species,
Eutrigla_gurnardus,species,Actinopterygii,Scorpaeniformes,Triglidae,Eutrigla,gurnardus,demersal,temperate,340,3.9,benthic,60,elongate,0.474999994,1.515746,species,species,species,species,species,species,species,species,species,
Gadidae,higher,Actinopterygii,Gadiformes,Gadidae,NA,NA,demersal,temperate,640.8571429,3.827272727,benthic,66.76521732,fusiform,0.305416668,2.732109496,family,family,family,family,NA,family,family,family,family,
Gadus_macrocephalus,species,Actinopterygii,Gadiformes,Gadidae,Gadus,macrocephalus ,demersal,temperate,693.3333333,4.033333333,benthic,132,fusiform,0.198000005,3.417973667,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Gadus_morhua,species,Actinopterygii,Gadiformes,Gadidae,Gadus,morhua,demersal,temperate,600,4.1,benthic,200,fusiform,0.164000005,3.842584,species,species,species,species,species,species,species,species,species,
Gasterosteus_aculeatus,species,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,aculeatus,demersal,temperate,100,3.3,pelagic,11,fusiform,1.779999971,0.5025042,species,species,species,species,species,species,species,species,species,
Glyptocephalus_cynoglossus,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Glyptocephalus,cynoglossus,demersal,temperate,1570,3.2,benthic,60,flat,0.098999999,6.544264,species,species,species,species,species,species,species,species,species,
Glyptocephalus_zachirus,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Glyptocephalus,zachirus,demersal,temperate,900,3.3,benthic,60,short_deep,0.11,6.2,species,species,species,species,species,species,species,species,species,
Gobius_niger,species,Actinopterygii,Perciformes,Gobiidae,Gobius,niger,demersal,temperate,96,3.3,benthic,18,fusiform,0.300999999,2.652864,species,species,species,species,species,species,species,species,species,
Gymnocephalus_cernua,species,Actinopterygii,Perciformes,Percidae,Gymnocephalus,cernua,demersal,temperate,29,3.3,benthic,25,fusiform,0.744000018,1.109506,species,species,family,species,species,species,species,species,species,
Hemerocoetes,higher,Actinopterygii,Perciformes ,Percophidae ,Hemerocoetes,spp,demersal,temperate,153.5,4,benthic,28,elongate,0.341999996,3.4342056,genus,genus,genus,NA,genus,genus,genus,genus,genus,
Hippoglossoides_elassodon,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,elassodon,demersal,temperate,1050,3.7,benthic,52,flat,0.35,2,species,species,species,species,species,species,species,species,species,
Hippoglossoides_platessoides,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossoides,platessoides,demersal,temperate,3000,4.1,benthic,82.59999847,flat,0.108000003,5.893319,species,species,species,species,species,species,species,species,species,
Hippoglossus_hippoglossus,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,demersal,temperate,2000,4,benthic,470,flat,0.029999999,17.733,species,species,species,species,species,species,species,species,species,
Hippoglossus_stenolepis,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Hippoglossus,stenolepis,demersal,temperate,1200,4.1,benthic,258,flat,0.059999999,9.441587,species,species,species,species,species,species,species,species,species,
Huso_huso,Species,Actinopterygii,Acipenseriformes,Acipenseridae,Huso,huso,pelagic_neritic,temperate,180,4.42,pelagic,800,elongate,0.02,25.1,species,species,species,species,species,species,species,species,species,
Hypomesus_pretiosus,species,Actinopterygii,Osmeriformes,Osmeridae,Hypomesus,pretiosus,demersal,temperate,50,3.4,benthic,30.5,elongate,0.38,2,species,species,genus,species,species,species,species,species,species,
Hyporhamphus_ihi,species,Actinopterygii,Beloniformes,Hemiramphidae,Hyporhamphus,ihi,pelagic_neritic,temperate,9.666666667,3.2,pelagic,28.76,elongate,0.75999999,1,species,species,genus,species,species,species,species,species,species,
Iluocoetes_fimbriatus,Species,Actinopterygii,Perciformes,Zoarcidae,Iluocoetes,fimbriatus,demersal,temperate,600,3.595833333,benthic,35.58000183,elongate,0.219999999,3.2,species,species,species,family,species,species,species,species,species,
Isopsetta_isolepis,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Isopsetta,isolepis,demersal,temperate,425,3.6,benthic,55,flat,0.360000014,1.955464,species,species,species,species,species,species,species,species,species,
Kathetostoma_giganteum,species,Actinopterygii,Perciformes,Uranoscopidae ,Kathetostoma,giganteum,demersal,temperate,600,4.2,pelagic,90,fusiform,0.14,4.5,species,species,species,species,species,species,species,species,species,
Lamna_nasus,species,Elasmobranchii,Lamniformes,Lamnidae,Lamna,nasus,pelagic_oceanic,temperate,715,4.57,pelagic,350,fusiform,0.06,8.8,species,species,species,species,species,species,species,species,species,
Larimichthys_crocea,species,Actinopterygii,Perciformes,Sciaenidae,Larimichthys,crocea,demersal,temperate,120,3.7,benthic,80,fusiform,0.29,2.3,species,species,species,species,species,species,species,species,species,
Lepidonotothen_squamifrons,species,Actinopterygii,Perciformes,Nototheniidae,Lepidonotothen,squamifrons,demersal,temperate,900,3.4,benthic,55,fusiform,0.116999999,5.688578,species,species,species,species,species,species,species,species,species,
Lepidoperca_pulchella,species,Actinopterygii,Perciformes,Serranidae,Lepidoperca,pulchella,demersal,temperate,400,3.856585366,benthic,28,short_deep,0.379999995,1.9,species,species,species,family,NA,species,species,species,species,
Lepidopsetta_bilineata,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Lepidopsetta,bilineata,demersal,temperate,575,3.2,benthic,58,flat,0.150000006,4.431067,species,species,species,species,species,species,species,species,species,
Lepidorhombus,higher,Actinopterygii,Pleuronectiformes,Scophthalmidae,Lepidorhombus,NA,demersal,temperate,750,4,benthic,50,flat,0.195000004,4.079817,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Lepidorhombus_boscii,species,Actinopterygii,Pleuronectiformes,Scophthalmidae,Lepidorhombus,boscii,demersal,temperate,800,3.7,benthic,60,flat,0.270000011,2.679695,species,species,species,species,species,species,species,species,species,
Leuciscus_idus,species,Actinopterygii,Cypriniformes,Cyprinidae,Leuciscus,idus,demersal,temperate,20,3.8,benthic,85,fusiform,0.140000001,4.785074,species,species,family,species,NA,species,species,species,species,
Limanda_aspera,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,aspera,demersal,temperate,700,3.5,benthic,49,flat,0.119999997,5.710003,species,species,species,species,species,species,species,species,species,
Limanda_ferruginea,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,ferruginea,demersal,temperate,364,3.3,benthic,64,flat,0.335000008,1.984649,species,species,species,species,species,species,species,species,species,
Limanda_limanda,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Limanda,limanda,demersal,temperate,150,3.4,benthic,40,flat,0.603999972,1.275467,species,species,species,species,species,species,species,species,species,
Liza_aurata,species,Actinopterygii,Mugiliformes,Mugilidae,Liza,aurata,pelagic_neritic,temperate,10,2.8,benthic,59,fusiform,0.330000013,2.103572,species,species,genus,species,species,species,species,species,species,
Liza_haematocheila,species,Actinopterygii,Mugiliformes,Mugilidae,Liza,haematocheila,pelagic_neritic,temperate,10,2.5,benthic,80,fusiform,0.14,4.4,species,species,species,species,species,species,species,species,species,
Liza_ramada,species,Actinopterygii,Mugiliformes,Mugilidae,Liza,ramada,pelagic_neritic,temperate,10,2.3,pelagic,50.89,fusiform,0.171000004,3.906506,species,species,genus,species,species,species,species,species,species,
Lophius_americanus,species,Actinopterygii,Lophiiformes,Lophiidae,Lophius,americanus,demersal,temperate,800,4.5,pelagic,120,flat,0.1,5.8,species,species,species,species,species,species,species,species,species,
Lota_lota,species,Actinopterygii,Gadiformes,Lotidae,Lota,lota,demersal,temperate,700,3.8,benthic,152,elongate,0.135000005,4.445273,species,species,species,species,species,species,species,species,species,
Lucioperca_lucioperca,species,Actinopterygii,Perciformes ,Percidae,Lucioperca,lucioperca,pelagic_neritic,temperate,30,4.04,pelagic,100,fusiform,0.2,3.4525,species,species,species,species,species,species,species,species,species,
Lumpenus,Higher,Actinopterygii,Perciformes,Stichaeidae,Lumpenus,NA,demersal,temperate,344.333333,3.29,benthic,45.833333,elongate,0.14,5.3,genus,genus,genus,genus,genus,genus,genus,genus,genus,
Macrourus_berglax,species,Actinopterygii,Gadiformes,Macrouridae,Macrourus,berglax,demersal,temperate,1000,3.6,benthic,110,elongate,0.039000001,16.10192,species,species,species,species,species,species,species,species,species,
Mancopsetta_maculata,species,Actinopterygii,Pleuronectiformes,Achiropsettidae,Mancopsetta,maculata,demersal,temperate,1115,3.7,benthic,50,flat,0.35,2,species,species,species,species,species,species,species,species,species,
Melanogrammus_aeglefinus,species,Actinopterygii,Gadiformes,Gadidae,Melanogrammus,aeglefinus,demersal,temperate,450,4,benthic,112,fusiform,0.289999992,2.292652,species,species,species,species,species,species,species,species,species,
Merlangius_merlangus,species,Actinopterygii,Gadiformes,Gadidae,Merlangius,merlangus,demersal,temperate,200,4.4,pelagic,70,fusiform,0.340000004,2.036024,species,species,species,species,species,species,species,species,species,
Merluccius_bilinearis,species,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,bilinearis,demersal,temperate,914,4.5,pelagic,76,elongate,0.180000007,3.625418,species,species,species,species,species,species,species,species,species,
Merluccius_hubbsi,Species,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,hubbsi,demersal,temperate,800,4.23,pelagic,95,elongate,0.15,4.2,species,species,species,species,species,species,species,species,species,
Merluccius_merluccius,species,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,merluccius,demersal,temperate,1075,4.4,pelagic,140,elongate,0.148000002,4.199469,species,species,species,species,species,species,species,species,species,
Merluccius_productus,species,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,productus,pelagic_oceanic,temperate,1000,4.4,pelagic,91,elongate,0.129999995,4.831787,species,species,species,species,species,species,species,species,species,
Micromesistius_australis,species,Actinopterygii,Gadiformes,Gadidae,Micromesistius,australis,demersal,temperate,900,3.3,pelagic,90,elongate,0.197999999,3.312731,species,species,species,species,species,species,species,species,species,
Micromesistius_poutassou,species,Actinopterygii,Gadiformes,Gadidae,Micromesistius,poutassou,pelagic_oceanic,temperate,3000,4.1,pelagic,50,elongate,0.36500001,1.946903,species,species,species,species,species,species,species,species,species,
Microstomus_kitt,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,kitt,demersal,temperate,200,3.2,benthic,65,flat,0.389999986,1.869929,species,species,species,species,species,species,species,species,species,
Microstomus_pacificus,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,pacificus,demersal,temperate,1370,3.2,benthic,76,flat,0.085000001,7.395428,species,species,species,species,species,species,species,species,species,
Molva_dypterygia,species,Actinopterygii,Gadiformes,Lotidae,Molva,dypterygia,demersal,temperate,1000,4.5,benthic,155,elongate,0.109999999,5.277311,species,species,species,species,species,species,species,species,species,
Molva_molva,species,Actinopterygii,Gadiformes,Lotidae,Molva,molva,demersal,temperate,1000,4.4,benthic,200,elongate,0.103,5.797488,species,species,species,species,species,species,species,species,species,
Morone_saxatilis,species,Actinopterygii,Perciformes,Moronidae,Morone,saxatilis,demersal,temperate,65,4.65,benthic,200,fusiform,0.2,3.1,species,species,family,species,species,species,species,species,species,
Mugil_soiuy,species,Actinopterygii,Mugiliformes,Mugilidae,Liza,haematocheila,pelagic_neritic,temperate,10,2.5,benthic,80,fusiform,0.136000007,4.394693,species,species,species,species,species,species,species,species,species,
Mustelus_antarcticus,Species,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,antarcticus,demersal,temperate,350,4.45,benthic,175,elongate,0.17,3.5,species,species,species,species,species,species,species,species,species,
Oncorhynchus,higher,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,NA,demersal,temperate,239.4444444,3.9375,pelagic,75.09666646,fusiform,0.265764707,3.706862724,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Oncorhynchus_keta,species,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,keta,demersal,temperate,250,3.7,pelagic,100,fusiform,0.270000011,2.240981,species,species,species,species,species,species,species,species,species,
Oncorhynchus_kisutch,species,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,kisutch,demersal,temperate,250,4.2,pelagic,107.9499969,fusiform,0.21,3,species,species,species,species,species,species,species,species,species,
Oncorhynchus_masou_masou,species,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,masou,demersal,temperate,200,3.6,pelagic,79,fusiform,0.16,4.1,species,species,species,species,species,species,species,species,species,
Oncorhynchus_nerka,species,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,nerka,pelagic_oceanic,temperate,250,3.5,pelagic,84,fusiform,0.579999983,1.126464,species,species,species,species,species,species,species,species,species,
Oncorhynchus_tshawytscha,species,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,tshawytscha,demersal,temperate,375,4.4,pelagic,150,fusiform,0.15,4,species,species,species,species,species,species,species,species,species,
Ophiodon_elongatus,species,Actinopterygii,Scorpaeniformes,Hexagrammidae,Ophiodon,elongatus,demersal,temperate,475,4.3,benthic,152,elongate,0.180000007,3.409833,species,species,species,species,species,species,species,species,species,
Osmeridae,higher,Actinopterygii,Osmeriformes,Osmeridae,NA,NA,demersal,temperate,269.75,3.311111111,pelagic,28.39999987,elongate,0.412799999,2.386569533,family,family,family,family,NA,family,family,family,family,
Osmerus_eperlanus,species,Actinopterygii,Osmeriformes,Osmeridae,Osmerus,eperlanus,pelagic_neritic,temperate,357.5,3.5,pelagic,45,elongate,0.263999999,2.817304,species,species,genus,species,species,species,species,species,species,
Osmerus_mordax,Species,Actinopterygii,Osmeriformes,Osmeridae,Osmerus,mordax,pelagic_oceanic,temperate,425,3,pelagic,35.6,elongate,0.3,2.4,species,species,species,species,species,species,species,species,species,
Pagellus_bogaraveo,species,Actinopterygii,Perciformes,Sparidae,Pagellus,bogaraveo,demersal,temperate,700,4.2,benthic,130,fusiform,0.162,4.171139,species,species,species,species,species,species,species,species,species,
Pagellus_centrodontus,species,Actinopterygii,Perciformes,Sparidae,Pagellus,centrodontus,demersal,temperate,300,3.68,benthic,70,fusiform,0.16,4.2,species,species,species,genus,species,species,species,species,species,
Paralichthys_dentatus,species,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,dentatus,demersal,temperate,183,4.5,benthic,94,flat,0.215000004,2.850147,species,species,species,species,species,species,species,species,species,
Parophrys_vetulus,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Parophrys,vetulus,demersal,temperate,550,3.4,benthic,49,flat,0.243000001,2.907091,species,species,species,species,species,species,species,species,species,
Patagonotothen_ramsayi,species,Actinopterygii,Perciformes,Nototheniidae,Patagonotothen,ramsayi,demersal,temperate,500,3.5,benthic,44,fusiform,0.25,2.847144,species,species,species,species,species,species,species,species,species,
Pelecus_cultratus,species,Actinopterygii,Cypriniformes,Cyprinidae,Pelecus,cultratus,pelagic_neritic,temperate,20,3.6,benthic,60,fusiform,0.201000005,3.351314,species,species,family,species,species,species,species,species,species,
Pennahia_argentata,species,Actinopterygii,Perciformes,Sciaenidae,Pennahia,argentata,demersal,temperate,140,3.5,pelagic,40,fusiform,0.75999999,0.9437577,species,species,species,species,species,species,species,species,species,
Perca_fluviatilis,species,Actinopterygii,Perciformes,Percidae,Perca,fluviatilis,demersal,temperate,30,4.4,benthic,60,fusiform,0.211999997,3.364012,species,species,species,species,species,species,species,species,species,
Perciformes,order,Actinopterygii,Perciformes,NA,NA,NA,demersal,temperate,266.8959206,3.736876447,benthic,86.71699255,fusiform,0.361359615,2.949543448,order,order,order,order,order,order,order,order,order,
Petromyzon_marinus,species,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Petromyzon,marinus,demersal,temperate,4099,4.4,pelagic,120,elongate,0.09,6.8,species,species,species,species,species,species,species,species,species,
Platichthys_flesus,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,flesus,demersal,temperate,100,3.3,benthic,60,flat,0.270000011,2.538975,species,species,species,species,species,species,species,species,species,
Pleurogrammus_azonus,species,Actinopterygii,Scorpaeniformes,Hexagrammidae,Pleurogrammus,azonus,demersal,temperate,240,3.4,pelagic,62,fusiform,0.34,2,species,species,species,genus,species,species,species,species,species,
Pleurogrammus_monopterygius,species,Actinopterygii,Scorpaeniformes,Hexagrammidae,Pleurogrammus,monopterygius,demersal,temperate,575,3.4,pelagic,56.5,fusiform,0.460999995,1.515498,species,species,species,species,species,species,species,species,species,
Pleuronectes_platessa,species,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronectes,platessa,demersal,temperate,200,3.2,benthic,100,flat,0.061999999,10.53358,species,species,species,species,species,species,species,species,species,
Pleuronectidae,higher,Actinopterygii,Pleuronectiformes,Pleuronectidae,NA,NA,demersal,temperate,550.8863636,3.505454545,benthic,50.09351064,flat,0.292893202,3.847150031,family,family,family,family,NA,family,family,family,family,
Pleuronectiformes,order,Actinopterygii,Pleuronectiformes,NA,NA,NA,demersal,temperate,555.3940876,3.685983871,benthic,75.19240169,flat,0.301946648,3.79884054,order,order,order,order,order,order,order,order,order,
Pollachius_pollachius,species,Actinopterygii,Gadiformes,Gadidae,Pollachius,pollachius,demersal,temperate,200,4.3,benthic,130,fusiform,0.186000004,3.297991,species,species,species,species,species,species,species,species,species,
